image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002201-01_7_additional.jpg,Mixed Fabrics,This lady is wearing a sleeveless tank top with pure color patterns and a long pants. The tank top is with cotton fabric. The neckline of the tank top,Cotton,LOW,00002201-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002201-16_4_full.jpg,Mixed Fabrics,The tank shirt the female wears has no sleeves and its fabric is cotton. The pattern of it is solid color. It has a suspenders neckline. The female we,Cotton,LOW,00002201-16,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002201-46_3_back.jpg,Mixed Fabrics,"Her tank top has sleeves cut off, cotton fabric and solid color patterns. The pants this female wears is of three-point length. The pants are with den",Cotton,LOW,00002201-46,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002201-47_2_side.jpg,Mixed Fabrics,This person is wearing a tank tank shirt with solid color patterns. The tank shirt is with cotton fabric and its neckline is suspenders. This person w,Cotton,LOW,00002201-47,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002257-02_1_front.jpg,Mixed Fabrics,This female is wearing a medium-sleeve shirt with color block patterns. The shirt is with cotton fabric. It has a round neckline. The pants this femal,Cotton,LOW,00002257-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002260-01_7_additional.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and color block patterns. The neckline of it is crew. The pants this lady wears is of three-point le",Cotton,LOW,00002260-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002328-01_4_full.jpg,Mixed Fabrics,The T-shirt this female wears has short sleeves and it is with cotton fabric and solid color patterns. The neckline of the T-shirt is crew. This femal,Cotton,LOW,00002328-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002361-02_7_additional.jpg,Mixed Fabrics,This person is wearing a long-sleeve sweater with graphic patterns. The sweater is with cotton fabric and its neckline is crew. The trousers this pers,Cotton,LOW,00002361-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002617-03_4_full.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and solid color patterns. The neckline of it is round. This woman wears a three-point shorts. The sh",Cotton,LOW,00002617-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002617-06_1_front.jpg,Mixed Fabrics,"Her tank top has sleeves cut off, cotton fabric and pure color patterns. The pants this female wears is of three-point length. The pants are with deni",Cotton,LOW,00002617-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002642-02_1_front.jpg,Mixed Fabrics,"The upper clothing has sleeves cut off, cotton fabric and stripe patterns. The neckline of it is crew. The lower clothing is of long length. The fabri",Cotton,LOW,00002642-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002678-47_7_additional.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and pure color patterns. The neckline of it is v-shape. The lower clothing is of long length. The ",Cotton,LOW,00002678-47,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002678-51_7_additional.jpg,Mixed Fabrics,"The shirt this woman wears has short sleeves and its fabric is cotton. The pattern of it is solid color. This woman wears a three-point pants, with de",Cotton,LOW,00002678-51,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002810-02_4_full.jpg,Mixed Fabrics,The shirt this lady wears has long sleeves and its fabric is cotton. The pattern of it is striped. It has a v-shape neckline. This lady wears a long t,Cotton,LOW,00002810-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002824-03_1_front.jpg,Mixed Fabrics,This person is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric and its neckline is crew. This person wears ,Cotton,LOW,00002824-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002831-02_1_front.jpg,Mixed Fabrics,The female wears a short-sleeve T-shirt with graphic patterns and a three-point pants. The T-shirt is with cotton fabric and its neckline is round. Th,Cotton,LOW,00002831-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002867-06_4_full.jpg,Mixed Fabrics,"Her tank top has sleeves cut off, cotton fabric and pure color patterns. It has a v-shape neckline. The shorts the female wears is of three-point leng",Cotton,LOW,00002867-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002882-01_7_additional.jpg,Mixed Fabrics,This lady is wearing a tank tank top with graphic patterns. The tank top is with cotton fabric. This lady wears a three-point pants. The pants are wit,Cotton,LOW,00002882-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002885-07_1_front.jpg,Mixed Fabrics,The tank shirt this person wears has sleeves cut off and it is with cotton fabric and striped patterns. The neckline of the tank shirt is round. This ,Cotton,LOW,00002885-07,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002906-05_2_side.jpg,Mixed Fabrics,"Her tank shirt has no sleeves, cotton fabric and stripe patterns. It has a suspenders neckline. The pants the person wears is of three-point length. T",Cotton,LOW,00002906-05,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002906-06_1_front.jpg,Mixed Fabrics,The lady is wearing a sleeveless tank top with solid color patterns. The tank top is with cotton fabric and its neckline is suspenders. The lady wears,Cotton,LOW,00002906-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002906-06_2_side.jpg,Mixed Fabrics,"The upper clothing has no sleeves, cotton fabric and striped patterns. It has a suspenders neckline. The lower clothing is of three-point length. The ",Cotton,LOW,00002906-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002927-05_1_front.jpg,Mixed Fabrics,The lady is wearing a sleeveless tank shirt with solid color patterns. The tank shirt is with cotton fabric. It has a v-shape neckline. The lady wears,Cotton,LOW,00002927-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002927-06_3_back.jpg,Mixed Fabrics,The female wears a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric. The female wears a three-point shorts. The sh,Cotton,LOW,00002927-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002927-08_2_side.jpg,Mixed Fabrics,This woman is wearing a sleeveless tank shirt with solid color patterns and a three-point pants. The tank shirt is with cotton fabric. The pants are w,Cotton,LOW,00002927-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002950-03_2_side.jpg,Mixed Fabrics,This lady wears a short-sleeve shirt with graphic patterns and three-point shorts. The shirt is with cotton fabric and it has a crew neckline. The sho,Cotton,LOW,00002950-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00002957-01_7_additional.jpg,Mixed Fabrics,"The upper clothing has long sleeves, cotton fabric and stripe patterns. It has a crew neckline. The lower clothing is of long length. The fabric is de",Cotton,LOW,00002957-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003114-06_1_front.jpg,Mixed Fabrics,The female is wearing a long-sleeve shirt with striped patterns and a three-point shorts. The shirt is with cotton fabric. The neckline of the shirt i,Cotton,LOW,00003114-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003119-01_1_front.jpg,Mixed Fabrics,"The upper clothing has medium sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The lower clothing is of three-point length.",Cotton,LOW,00003119-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003160-04_4_full.jpg,Mixed Fabrics,The person is wearing a medium-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is crew. The person wears a lon,Cotton,LOW,00003160-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003338-09_7_additional.jpg,Mixed Fabrics,"Her tank top has sleeves cut off, cotton fabric and pure color patterns. The shorts the person wears is of three-point length. The shorts are with den",Cotton,LOW,00003338-09,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003343-13_4_full.jpg,Mixed Fabrics,"The upper clothing has no sleeves, cotton fabric and solid color patterns. The neckline of it is round. The lower clothing is of long length. The fabr",Cotton,LOW,00003343-13,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003343-14_1_front.jpg,Mixed Fabrics,This lady is wearing a tank tank top with pure color patterns. The tank top is with cotton fabric. It has a crew neckline. This lady wears a three-poi,Cotton,LOW,00003343-14,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003344-04_1_front.jpg,Mixed Fabrics,This lady is wearing a short-sleeve T-shirt with striped patterns and a three-point pants. The T-shirt is with cotton fabric and its neckline is round,Cotton,LOW,00003344-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003375-02_2_side.jpg,Mixed Fabrics,The person is wearing a sleeveless tank shirt with striped patterns and a three-point shorts. The tank shirt is with cotton fabric and its neckline is,Cotton,LOW,00003375-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003494-12_7_additional.jpg,Mixed Fabrics,"Her tank top has no sleeves, cotton fabric and pure color patterns. The neckline of it is round. The pants this female wears is of long length. The pa",Cotton,LOW,00003494-12,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003504-06_2_side.jpg,Mixed Fabrics,"Her tank shirt has no sleeves, cotton fabric and solid color patterns. It has a suspenders neckline. The lady wears a three-point pants. The pants are",Cotton,LOW,00003504-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003504-08_2_side.jpg,Mixed Fabrics,"Her tank shirt has no sleeves, cotton fabric and pure color patterns. It has a suspenders neckline. The lady wears a three-point shorts. The shorts ar",Cotton,LOW,00003504-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003523-01_1_front.jpg,Mixed Fabrics,This woman is wearing a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric. It has a v-shape neckline. The pants this w,Cotton,LOW,00003523-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003523-08_1_front.jpg,Mixed Fabrics,"Her T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is v-shape. The lady wears a three-point shorts. The shorts ",Cotton,LOW,00003523-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003523-10_4_full.jpg,Mixed Fabrics,The female is wearing a short-sleeve shirt with pure color patterns and a three-point shorts. The shirt is with cotton fabric and its neckline is v-sh,Cotton,LOW,00003523-10,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003523-13_1_front.jpg,Mixed Fabrics,The shirt the person wears has short sleeves and it is with cotton fabric and solid color patterns. The neckline of the shirt is v-shape. The person w,Cotton,LOW,00003523-13,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003523-39_3_back.jpg,Mixed Fabrics,"The T-shirt this woman wears has short sleeves and its fabric is cotton. The pattern of it is solid color. This woman wears a three-point pants, with ",Cotton,LOW,00003523-39,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003523-53_1_front.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and pure color patterns. The neckline of it is v-shape. The lower clothing is of three-point lengt",Cotton,LOW,00003523-53,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003575-01_4_full.jpg,Mixed Fabrics,The female wears a tank tank top with graphic patterns. The tank top is with cotton fabric. It has a crew neckline. The trousers the female wears is o,Cotton,LOW,00003575-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003616-01_7_additional.jpg,Mixed Fabrics,The tank shirt this woman wears has sleeves cut off and its fabric is cotton. The pattern of it is complicated. It has a round neckline. This woman we,Cotton,LOW,00003616-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003616-02_1_front.jpg,Mixed Fabrics,"Her tank shirt has sleeves cut off, cotton fabric and other patterns. The neckline of it is crew. The pants this person wears is of three-point length",Cotton,LOW,00003616-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003682-03_7_additional.jpg,Mixed Fabrics,"The upper clothing has sleeves cut off, cotton fabric and pure color patterns. The neckline of it is suspenders. The lower clothing is of three-point ",Cotton,LOW,00003682-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003687-18_4_full.jpg,Mixed Fabrics,The lady wears a sleeveless tank top with solid color patterns. The tank top is with cotton fabric. It has a suspenders neckline. The trousers the lad,Cotton,LOW,00003687-18,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003767-05_4_full.jpg,Mixed Fabrics,"The tank top this person wears has sleeves cut off, its fabric is cotton, and it has graphic patterns. The tank top has a stand neckline. This person ",Cotton,LOW,00003767-05,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003790-05_4_full.jpg,Mixed Fabrics,The tank shirt the lady wears has sleeves cut off and it is with cotton fabric and pure color patterns. The neckline of the tank shirt is crew. The la,Cotton,LOW,00003790-05,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003801-05_7_additional.jpg,Mixed Fabrics,The lady is wearing a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is crew. The lady wears a long pant,Cotton,LOW,00003801-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003828-04_3_back.jpg,Mixed Fabrics,This woman wears a sleeveless tank shirt with graphic patterns and a three-point shorts. The tank shirt is with cotton fabric. The shorts are with den,Cotton,LOW,00003828-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003841-01_4_full.jpg,Mixed Fabrics,"The upper clothing has short sleeves, cotton fabric and other patterns. The neckline of it is crew. The lower clothing is of three-point length. The f",Cotton,LOW,00003841-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003865-02_7_additional.jpg,Mixed Fabrics,The female wears a tank tank top with graphic patterns and a three-point pants. The tank top is with cotton fabric. The neckline of the tank top is cr,Cotton,LOW,00003865-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003897-02_2_side.jpg,Mixed Fabrics,The person wears a sleeveless tank shirt with graphic patterns and a three-point shorts. The tank shirt is with cotton fabric. The shorts are with den,Cotton,LOW,00003897-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003915-03_2_side.jpg,Mixed Fabrics,The person wears a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a suspenders neckline. The shorts the per,Cotton,LOW,00003915-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003943-03_1_front.jpg,Mixed Fabrics,This woman wears a tank tank shirt with solid color patterns and three-point shorts. The tank shirt is with cotton fabric and it has a suspenders neck,Cotton,LOW,00003943-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00003943-04_1_front.jpg,Mixed Fabrics,"The tank shirt this person wears has sleeves cut off, its fabric is cotton, and it has solid color patterns. The tank shirt has a suspenders neckline.",Cotton,LOW,00003943-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004012-06_2_side.jpg,Mixed Fabrics,This lady is wearing a sleeveless tank top with solid color patterns. The tank top is with cotton fabric and its neckline is suspenders. This lady wea,Cotton,LOW,00004012-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004042-03_1_front.jpg,Mixed Fabrics,"Her tank shirt has no sleeves, cotton fabric and solid color patterns. The neckline of it is crew. This person wears a three-point pants. The pants ar",Cotton,LOW,00004042-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004042-06_1_front.jpg,Mixed Fabrics,This lady wears a tank tank top with solid color patterns. The tank top is with cotton fabric. This lady wears a three-point shorts. The shorts are wi,Cotton,LOW,00004042-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004120-06_7_additional.jpg,Mixed Fabrics,The tank top this woman wears has no sleeves and it is with cotton fabric and solid color patterns. The neckline of the tank top is crew. This woman w,Cotton,LOW,00004120-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004142-01_2_side.jpg,Mixed Fabrics,The shirt this lady wears has medium sleeves and it is with cotton fabric and stripe patterns. The neckline of the shirt is crew. This lady wears a th,Cotton,LOW,00004142-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004142-01_7_additional.jpg,Mixed Fabrics,"Her shirt has medium sleeves, cotton fabric and striped patterns. It has a round neckline. This woman wears a three-point pants. The pants are with de",Cotton,LOW,00004142-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004153-03_4_full.jpg,Mixed Fabrics,The lady wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a round neckline. The pants the lady wears is of ,Cotton,LOW,00004153-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004236-01_2_side.jpg,Mixed Fabrics,"Her shirt has medium sleeves, cotton fabric and solid color patterns. It has a crew neckline. The shorts this female wears is of medium length. The sh",Cotton,LOW,00004236-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004349-04_3_back.jpg,Mixed Fabrics,The person wears a short-sleeve T-shirt with complicated patterns. The T-shirt is with cotton fabric. The shorts the person wears is of three-point le,Cotton,LOW,00004349-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004389-06_7_additional.jpg,Mixed Fabrics,The T-shirt the female wears has short sleeves and it is with cotton fabric and pure color patterns. The neckline of the T-shirt is round. The female ,Cotton,LOW,00004389-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004398-03_3_back.jpg,Mixed Fabrics,The lady is wearing a short-sleeve T-shirt with floral patterns. The T-shirt is with cotton fabric. The lady wears a three-point shorts. The shorts ar,Cotton,LOW,00004398-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004498-05_2_side.jpg,Mixed Fabrics,This person is wearing a short-sleeve T-shirt with color block patterns. The T-shirt is with cotton fabric. It has a round neckline. This person wears,Cotton,LOW,00004498-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004707-04_4_full.jpg,Mixed Fabrics,This female is wearing a tank tank top with complicated patterns. The tank top is with cotton fabric. It has a v-shape neckline. This female wears a t,Cotton,LOW,00004707-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004755-02_1_front.jpg,Mixed Fabrics,The lady wears a tank tank shirt with graphic patterns and three-point shorts. The tank shirt is with cotton fabric and it has a round neckline. The s,Cotton,LOW,00004755-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004764-04_4_full.jpg,Mixed Fabrics,"The upper clothing has no sleeves, cotton fabric and graphic patterns. The neckline of it is round. The lower clothing is of three-point length. The f",Cotton,LOW,00004764-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004826-01_1_front.jpg,Mixed Fabrics,The lady is wearing a tank tank top with graphic patterns and a three-point shorts. The tank top is with cotton fabric. The neckline of the tank top i,Cotton,LOW,00004826-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00004869-06_1_front.jpg,Mixed Fabrics,The shirt the female wears has short sleeves and it is with cotton fabric and solid color patterns. The neckline of the shirt is v-shape. The female w,Cotton,LOW,00004869-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005020-06_2_side.jpg,Mixed Fabrics,The female wears a tank tank shirt with solid color patterns. The tank shirt is with cotton fabric. The shorts the female wears is of three-point leng,Cotton,LOW,00005020-06,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005040-02_2_side.jpg,Mixed Fabrics,The female wears a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric. The pants the female wears is of three-point len,Cotton,LOW,00005040-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-26_2_side.jpg,Mixed Fabrics,This person is wearing a tank tank shirt with solid color patterns and a three-point pants. The tank shirt is with cotton fabric. The neckline of the ,Cotton,LOW,00005085-26,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-30_1_front.jpg,Mixed Fabrics,This person is wearing a tank tank shirt with pure color patterns and a three-point pants. The tank shirt is with cotton fabric. The neckline of the t,Cotton,LOW,00005085-30,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-31_4_full.jpg,Mixed Fabrics,The female is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric and its neckline is v-shape. The trousers the fem,Cotton,LOW,00005085-31,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-34_4_full.jpg,Mixed Fabrics,This person is wearing a tank tank top with pure color patterns. The tank top is with cotton fabric. It has a suspenders neckline. This person wears a,Cotton,LOW,00005085-34,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-62_2_side.jpg,Mixed Fabrics,The tank top this lady wears has no sleeves and it is with cotton fabric and solid color patterns. The neckline of the tank top is suspenders. This la,Cotton,LOW,00005085-62,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-62_3_back.jpg,Mixed Fabrics,This person is wearing a sleeveless tank top with solid color patterns and a three-point shorts. The tank top is with cotton fabric. The shorts are wi,Cotton,LOW,00005085-62,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005085-63_4_full.jpg,Mixed Fabrics,This person is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a lapel neckline. The pants this person ,Cotton,LOW,00005085-63,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005148-04_1_front.jpg,Mixed Fabrics,This lady wears a sleeveless tank shirt with striped patterns and three-point shorts. The tank shirt is with cotton fabric and it has a suspenders nec,Cotton,LOW,00005148-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005148-06_2_side.jpg,Mixed Fabrics,The tank shirt this woman wears has sleeves cut off and it is with cotton fabric and stripe patterns. The neckline of the tank shirt is suspenders. Th,Cotton,LOW,00005148-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005202-01_4_full.jpg,Mixed Fabrics,The person is wearing a sleeveless tank top with solid color patterns. The tank top is with cotton fabric and its neckline is round. The person wears ,Cotton,LOW,00005202-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005258-03_4_full.jpg,Mixed Fabrics,The shirt this person wears has short sleeves and its fabric is cotton. The pattern of it is striped. It has a round neckline. This person wears a thr,Cotton,LOW,00005258-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005258-04_1_front.jpg,Mixed Fabrics,The shirt this person wears has short sleeves and its fabric is cotton. The pattern of it is striped. It has a round neckline. This person wears a thr,Cotton,LOW,00005258-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005290-01_4_full.jpg,Mixed Fabrics,"Her tank top has sleeves cut off, cotton fabric and graphic patterns. The neckline of it is round. The trousers the female wears is of long length. Th",Cotton,LOW,00005290-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005364-05_4_full.jpg,Mixed Fabrics,The female wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The trousers the female wears ,Cotton,LOW,00005364-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Mixed Fabrics\WOMEN-Tees_Tanks-id_00005433-07_2_side.jpg,Mixed Fabrics,"The tank shirt the person wears has no sleeves, its fabric is cotton, and it has pure color patterns. The tank shirt has a crew neckline. The person w",Cotton,LOW,00005433-07,validation,caption does not support assigned label
